,literal,grade,stroke_counts,freq,jlpt,ja_ons,ja_kuns,meanings,example
6767,揲,,12,0,,"['セツ', 'ゼチ', 'チョウ', 'ジョウ']",['かぞ.える'],"['to sort out the stalks used in divination', 'to fold']",
6768,揹,,12,0,,['ハイ'],['せお.う'],"[""carry things on one's back""]",
6769,搐,,13,0,,['チク'],['いた.む'],"['cramp', 'spasm', 'convulsion', 'twitch']",
6770,搒,,13,0,,"['ホウ', 'ヒョウ']",['おお.う'],"['pole', 'beat']",
6771,搔,,13,0,,['ソウ'],['か.く'],['to scratch'],
6772,搘,,13,0,,['シ'],['ささ.える'],['prop'],
6773,搞,,13,0,,"['コウ', 'キョウ']",['たた.く'],"['to clear', 'clarify']",
6774,搠,,13,0,,['サク'],['ぬ.る'],"['to daub', 'to thrust']",
6775,搤,,13,0,,"['アク', 'セク', 'エツ', 'エチ']",['とら.える'],['seize'],
6776,搪,,13,0,,['トウ'],['は.る'],"['ward off', 'evade', 'parry', 'block']",
6777,搯,,13,0,,['トウ'],['とりだ.す'],"['take out', 'pull out']",
6778,摜,,14,0,,['カン'],['なら.う'],"['throw ground', 'know', 'be familiar']",
6779,摟,,14,0,,"['ロウ', 'ル']",['ひ.く'],"['hug', 'embrace', 'drag', 'pull']",
6780,摭,,14,0,,"['セキ', 'シャク']",['ひろ.う'],"['pick up', 'gather']",
6781,摳,,14,0,,"['コウ', 'ク', 'オウ', 'ウ']",['ひろ.う'],"['raise', 'lift up', 'tight-fisted']",
6782,摴,,14,0,,"['チョ', 'チ']",['の.べる'],"['comfortable', 'easy']",
6783,撅,,15,0,,"['ケツ', 'カチ', 'ケイ', 'ケ']",['あつ.める'],"['protrude', 'snap', 'break', 'dig']",
6784,撇,,15,0,,"['ヘツ', 'ヘチ', 'ヘイ']",['ぬぐ.う'],"['discard', 'abandon', 'throw away']",
6785,撏,,15,0,,"['サン', 'シン']",['と.る'],"['pull out', 'pluck', 'take hold of']",
6786,撐,,15,0,,"['チョウ', 'トウ']","['ささ.える', 'あ.く']","['prop up', 'support', 'brace']",
6787,撣,,15,0,,"['タン', 'セン']",['も.つ'],"['to dust', 'duster']",
6788,撳,,15,0,,['キン'],['おさ.える'],"['press', 'push']",
6789,擄,,16,0,,"['リョ', 'ロ']",['とりこ'],"['capture', 'seize']",
6790,擉,,16,0,,"['サク', 'タク', 'ショク', 'ゾク']",['さ.す'],"['to pierce', 'to break through']",
6791,擊,10.0,17,0,,['ゲキ'],['う.つ'],"['strike', 'hit', 'beat', 'attack', 'fight']",
6792,擎,,17,0,,"['ケイ', 'ギョウ']",['ささ.げる'],"['lift up', 'hold up', 'support']",
6793,擗,,16,0,,"['ヘキ', 'ヒャク', 'ハク']",['むねをう.つ'],['to beat the breast'],
6794,擩,,17,0,,"['ジュ', 'ニュ', 'ズイ', 'ニ']",['ひた.す'],"['to stain', 'to dye']",
6795,擪,,18,0,,"['ヨウ', 'チョウ', 'ジョウ', 'ニョウ', 'オウ', 'エン']","['おさ.える', 'も.つ']","['to tuck in', 'to put the finger into', 'to put in', 'to stow away']",
6796,擭,,17,0,,"['キョ', 'ワク']","['あ.げる', 'あ.がる']","['trap catch animals', 'snare', 'seize']",
6797,擰,,17,0,,"['ドウ', 'ニョウ']",['みだ.れる'],"['pinch', 'twist', 'wring', 'determined']",
6798,擷,,18,0,,['ケツ'],"['つまばさ.む', 'はさ.む']","['pick up', 'gather up', 'hold in lap']",
6799,攏,,19,0,,"['ロウ', 'ル']",['と.る'],"['collect', 'bring together']",
6800,攛,,21,0,,['サン'],['なげう.つ'],"['hurry', 'to throw', 'to urge']",
6801,攢,,22,0,,['サン'],['あつ.まる'],"['save', 'hoard']",
6802,敉,,10,0,,"['ミ', 'ヒ']",['な.でる'],"['pacify', 'soothe', 'stabilize']",
6803,敠,,12,0,,"['タツ', 'タチ', 'セツ', 'セチ']",['はか.る'],"['to weigh', 'cut', 'come without being invited']",
6804,敫,,13,0,,"['セク', 'キョウ', 'ケキ', 'キャク', 'ヤク']",['うつ.る'],['ancient musical instrument'],
6805,敽,,16,0,,['キョウ'],['つな.ぐ'],['bind'],
6806,斁,,17,0,,"['エキ', 'セク', 'ト', 'ズ']",['いや.になる'],"['dislike', 'be weary of', 'explain']",
6807,斅,,20,0,,['ガク'],['まな.ぶ'],"['teach', 'instruct', 'be aroused', 'awake', 'intelligent']",
6808,斿,,9,0,,"['ヨウ', 'ヨ', 'リュウ', 'ル', 'ユウ']",['はたあし'],"['to swim', 'to move freely', 'to rove']",
6809,昀,,8,0,,['イン'],[],"['sunlight', 'used in personal name']",
6810,昄,,8,0,,"['ハン', 'ヘン']",['おお.きい'],['big'],
6811,昪,,9,0,,['ヘン'],"['たの.しむ', 'あき.らか']","['delighted', 'pleased']",
6812,昰,,9,0,,"['ゼ', 'シ']",['これ'],"['var of ""to be""', '""summer""', 'name']",
6813,昷,,9,0,,['オン'],['めぐ.む'],['to feed a prisoner'],
6814,晅,,10,0,,"['ケン', 'カン']",['あき.らか'],"['light of the sun', 'to dry in the sun']",
6815,晬,,12,0,,"['サイ', 'スイ']",['ひとまわり'],['first birthday of a child'],
6816,暋,,13,0,,"['ビン', 'コン']",['つと.める'],"['strong', 'robust', 'tough']",
6817,暌,,13,0,,"['ケイ', 'ケ']",['く.れる'],"['in opposition', 'distant from', 'separated']",
6818,暐,,13,0,,['イ'],['ひざし'],['the bright shining of the sun'],
6819,暠,,14,0,,['コウ'],[],"['daybreak', 'bright and brilliant']",
6820,暱,,15,0,,"['ジツ', 'ニチ']",['ちかづ.く'],"['intimate', 'close', 'approach']",
6821,暵,,15,0,,['カン'],['かわ.かす'],['dry by exposing sun'],
6822,曀,,15,0,,"['エイ', 'イ']",['くも.る'],"['stormy', 'cloudy', 'misty', 'dim']",
6823,曈,,16,0,,"['トウ', 'ツ']",['ほのぐら.い'],['twilight just before sunrise'],
6824,曏,,17,0,,"['キョウ', 'コウ', 'ショウ']",['さきに'],"['once upon time', 'period of time']",
6825,曛,,18,0,,['クン'],['たそがれ'],"['twilight', 'sunset']",
6826,曨,,20,0,,"['ロウ', 'ル']",['おぼろ'],"['vague', 'dim', 'twilight']",
6827,朳,,6,0,,"['ハツ', 'ハチ']",['えぶり'],['tree'],
6828,杅,,7,0,,['ウ'],['ゆのみ'],['tub'],
6829,杈,,7,0,,"['サ', 'シャ', 'サイ']",['えだ'],"['fork of a tree', 'pitchfork']",
6830,杕,,7,0,,"['テイ', 'ダイ', 'タ']",[],['alone'],
6831,杴,,8,0,,"['ケン', 'コン']",['すき'],"['shovel', 'trough used to carry water']",
6832,极,,8,0,,"['キョウ', 'ゴウ']",['にぐら'],"['extreme', 'utmost', 'furthest', 'final']",
6833,柒,,9,0,,"['シツ', 'シチ']",['うるし'],['number seven'],
6834,柰,,9,0,,"['ナ', 'ナイ', 'ダイ']","['いかん', 'からなし']","['crab-apple tree', 'endure', 'bear']",
6835,栝,,10,0,,"['テン', 'カツ', 'カチ']",['たきぎ'],"[""builder's frame for measuring""]",
6836,栭,,10,0,,"['ジ', 'ニ']",['ますがた'],['king-post'],
6837,栱,,10,0,,"['キョウ', 'ク']",['くい'],"['large peg', 'stake', 'post', 'pillar']",
6838,栻,,10,0,,"['チョク', 'チキ', 'ショク', 'シキ']",[],['tree'],
6839,桮,,11,0,,['ハイ'],['さかずき'],"['cup', 'glass', 'tumbler']",
6840,梮,,11,0,,"['キク', 'コク', 'キョク']","['ぜん', 'かんじき']",['snowshoes'],
6841,梲,,11,0,,"['セツ', 'セチ', 'タツ', 'タチ']",['つか'],"['joist', 'cane', 'club', 'king-post']",
6842,梻,,11,0,,[],['しきみ'],"['grave tree', '(kokuji)']",
6843,棅,,12,0,,"['ヘイ', 'ヒョウ']",[],"['handle', 'lever', 'knob', 'authority']",
6844,棑,,12,0,,"['ハイ', 'ヒ']",['いかだ'],['raft'],
6845,棓,,12,0,,['ホウ'],"['つえ', 'ふみいた']","['hit', 'strike']",
6846,棖,,12,0,,"['トウ', 'ジョウ']",['はしら'],"['door stop', 'door jam', 'touch']",
6847,棥,,12,0,,"['ハン', 'ボン']",['まがき'],"['railing', 'fence an enclosed place']",
6848,棨,,12,0,,"['ケイ', 'ケン']",['てがた'],"['tally', 'wooden pass']",
6849,棪,,12,0,,"['エン', 'セン']",[],['tree'],
6850,椳,,13,0,,"['ワイ', 'ガイ']",[],"['the pivots', 'at the top and bottom of a Chinese door', 'on which the door turns']",
6851,椵,,13,0,,"['カ', 'ケ']",['くい'],"['pompelmoose', 'canque']",
6852,椸,,13,0,,['イ'],['ころもかけ'],['rack'],
6853,楂,,13,0,,"['サ', 'ジャ']",['いかだ'],"['raft', 'to hew', 'to fell trees']",
6854,楅,,13,0,,"['ヒュク', 'ヒキ', 'フク', 'ヒョク']",[],['guard'],
6855,楦,,13,0,,['ケン'],[],"['last for making shoes', 'to turn on a lathe']",
6856,楨,,13,0,,"['テイ', 'チョウ']",['ねずみもち'],"['hardwood', 'supports', 'posts']",
6857,楩,,13,0,,['ヘン'],[],['tree'],
6858,榭,,14,0,,['シャ'],['だい'],"['kiosk', 'pavilion']",
6859,槢,,15,0,,"['シュウ', 'チョウ', 'ジョウ']",['くさび'],['hard wood'],
6860,槱,,15,0,,"['ユウ', 'ユ']",['や.く'],['firewood for sacrifice'],
6861,樚,,15,0,,"['ロク', 'トク']","['ろくろ', 'はこ']","['pulley', 'windless', 'wheel', 'block']",
6862,樠,,15,0,,"['ボン', 'モン', 'バン', 'マン']",[],"['elm', 'gum']",
6863,樾,,16,0,,"['エツ', 'オチ']",['こかげ'],['the shade of trees'],
6864,樿,,16,0,,['セン'],['つげ'],['coffin'],
6865,檇,,17,0,,"['スイ', 'サイ']",['つ.く'],"['wooden rammer', 'wooden pestle', 'place']",
6866,檿,,18,0,,['エン'],['やまぐわ'],['mulberry'],
6867,櫈,,18,0,,['トウ'],['こしか.け'],"['bench', 'stool']",
6868,櫌,,19,0,,"['ユウ', 'ウ']",['な.らす'],['kind of hoe'],
6869,櫝,,19,0,,['トク'],"['はこ', 'ひつぎ']","['cabinet', 'wardrobe', 'closet', 'chest', 'coffer']",
6870,櫱,,20,0,,"['ゲツ', 'ゲチ', 'ガツ', 'ガチ']",['ひこばえ'],"['yeast', 'leaven for making liquors']",
6871,櫽,,21,0,,"['イン', 'オン']",['ためぎ'],"['shape wood by use of heat', 'tool for shaping bent wood']",
6872,欑,,23,0,,['サン'],['つえ'],['gather'],
6873,欤,,7,0,,['ヨ'],"['や', 'か']",['final particle used express question'],
6874,欨,,9,0,,['ク'],['ふく'],"['to blow upon', 'to breathe upon', 'to smile']",
6875,欬,,10,0,,"['カイ', 'キ']",['せき'],"['cough', 'sound of laughter']",
6876,欵,,11,0,,['カン'],[],"['to treat well', 'to detain', 'article', 'friendship']",
6877,欻,,12,0,,"['クツ', 'クチ']",[],"['sudden', 'abrupt', 'quick']",
6878,欿,,12,0,,"['タン', 'トン', 'カン', 'コン']",['もと.める'],"['discontented', 'sad', 'gloomy']",
6879,歆,,13,0,,"['キン', 'コン']",['う.ける'],"['like', 'admire', 'willingly', 'gladly', 'to quicken']",
6880,歠,,19,0,,"['セツ', 'セチ']",['の.む'],"['sip', 'drink', 'suck']",
6881,歾,,8,0,,['ボツ'],['し.ぬ'],['drown'],
6882,殂,,9,0,,['ソ'],['し.ぬ'],['to die'],
6883,毧,,10,0,,"['ジュウ', 'ニュ', 'シュ']",[],"['fur', 'hair', 'down', 'camel hair']",
6884,毷,,13,0,,"['ボウ', 'モウ']",['と.ける'],['restless'],
6885,毿,,15,0,,['サン'],['けがながい'],"['long feathers', 'scraggy']",
6886,氉,,17,0,,['ソウ'],['け'],"['restless', 'melancholy']",
6887,氍,,22,0,,"['ク', 'キョ', 'ゴ']",['もうせん'],"['fine woollen cloth', 'mat used by the emperor in worshipping god']",
6888,氐,,5,0,,"['テイ', 'タイ', 'シ', 'チ']",['ふもと'],['name of an ancient tribe'],
6889,氟,,9,0,,['フツ'],[],['Fluorine (element)'],
6890,氧,,10,0,,['ヨウ'],[],['Oxygen (element)'],
6891,氨,,10,0,,['アン'],[],"['ammonia', 'hydrogen nitride']",
6892,氬,,12,0,,['ア'],[],['Argonium (element)'],
6893,氮,,12,0,,['タン'],[],['Xenon (element)'],
6894,氳,,13,0,,['ウン'],['さかん'],"['life-giving influences of nature', 'spirit of harmony', 'prosperity']",
6895,氿,,5,0,,"['キ', 'キュウ', 'グ']","['おずみ', 'わきみず']",['spring'],
6896,汊,,6,0,,"['サ', 'シャ']",[],['branching stream'],
6897,汹,,7,0,,['キョウ'],['わ.く'],"['turbulent', 'noisy', 'restless']",
6898,沅,,7,0,,['ゲン'],['みなもと'],['name of a river in western Hunan that flows into Dongting lake'],
6899,沔,,7,0,,"['ベン', 'メン', 'ビン', 'ミン']",[],"['flood', 'overflowing']",
6900,沕,,7,0,,"['ブツ', 'モチ', 'コツ', 'コチ']",['かす.か'],['deep'],
6901,沘,,7,0,,['ヒ'],[],['name of a river'],
6902,泂,,8,0,,"['ケイ', 'ギョウ']",['さむ.い'],"['clear and deep (of water)', 'wide']",
6903,泆,,8,0,,"['イツ', 'イチ', 'テツ', 'デチ']",['あふ.れる'],"['licentious', 'libertine', 'dissipate']",
6904,泐,,8,0,,['リョク'],['ふみ'],"['to write', 'to indite']",
6905,泖,,8,0,,"['ボウ', 'ミョウ', 'リュウ', 'ラ']",[],"['still waters', 'river in Jiangsu']",
6906,泠,,8,0,,"['レイ', 'リョウ', 'レン']",['さと.す'],"['nice and cool', 'mild and comfortable']",
6907,洄,,9,0,,['カイ'],['さかの.ぼる'],"['back-water', 'eddy', 'whirlpool', 'flowing water']",
6908,洑,,9,0,,['フク'],[],"['whirlpool', 'undercurrent']",
6909,洨,,9,0,,"['コウ', 'キョウ']",[],['river in Hebei province'],
6910,洿,,9,0,,"['オ', 'ウ', 'コ']",[],"['stagnant water', 'impure', 'filthy']",
6911,涬,,11,0,,"['ケイ', 'ギョウ']",[],['watery expanse'],
6912,涴,,11,0,,"['エン', 'オン', 'カ', 'ワ']",[],['daub'],
6913,涷,,11,0,,"['トウ', 'ツ']",['にわかあめ'],['rainstorm'],
6914,淝,,11,0,,['ヒ'],[],['name of an affluent of the Poyang Lake'],
6915,淟,,11,0,,"['テン', 'トン']",['にご.る'],"['turbid', 'muddy']",
6916,淶,,11,0,,['ライ'],[],"['river in Hebei province', 'creek']",
6917,渼,,12,0,,"['ビ', 'ミ']",[],['ripples'],
6918,湄,,12,0,,"['ビ', 'ミ', 'ダン', 'ナン']",['みずぎわ'],"[""water's edge"", 'shore', 'bank']",
6919,湋,,12,0,,['イ'],['めぐ.る'],['river in Shanxi province'],
6920,湔,,12,0,,"['セン', 'サン']",['あら.う'],"['wash', 'cleanse', 'purge']",
6921,湜,,12,0,,"['ショク', 'ジキ']",['きよ.い'],"['transparent', 'clear']",
6922,湞,,12,0,,"['トウ', 'ジョウ', 'テイ', 'チョウ']",[],['river in Guangdong province'],
6923,湢,,12,0,,['ヒョク'],['ゆどの'],"['bathroom', 'neat', 'orderly']",
6924,滎,,14,0,,"['ケイ', 'ギョウ', 'エイ']",['ちょろちょろ'],"['county in Henan', 'rising and dash']",
6925,滫,,14,0,,"['シュウ', 'シュ']",['とぎじる'],['water in which rice has been boiled'],
6926,漊,,14,0,,"['ル', 'ロウ']",[],['river in Hubei province'],
6927,漪,,14,0,,['イ'],['なみ'],"['ripples on water', 'swirling']",
6928,漶,,14,0,,['カン'],['はっきりしない'],['indecipherable'],
6929,漭,,15,0,,"['ボウ', 'モウ']",['ひろ.い'],"['vast', 'expansive']",
6930,澇,,15,0,,['ロウ'],['おおなみ'],"['inundate', 'flood', 'torrent']",
6931,澈,,15,0,,"['テツ', 'デチ']",['きよ.い'],"['thoroughly', 'completely', 'become clear']",
6932,澌,,15,0,,"['シ', 'セイ', 'サイ']",['つ.きる'],"['to exhaust', 'to drain dry']",
6933,澍,,15,0,,['シュ'],['うるお.う'],"['timely rain', 'life-giving rain']",
6934,澠,,16,0,,"['ショウ', 'ビン', 'ミン']",[],['name of a river in Shandong'],
6935,澦,,16,0,,['ヨ'],[],['place in Sichuan'],
6936,澰,,16,0,,['レン'],['なぎさ'],['overflowing'],
6937,澶,,16,0,,"['セン', 'テン']",[],"['still water', 'placid', 'tranquil']",
6938,濈,,16,0,,"['シュウ', 'ソウ', 'ジョウ']",['やわ.らぐ'],['many'],
6939,濵,,17,0,,['ヒン'],['はま'],"['bank', 'brink', 'shore', 'beach']",
6940,濼,,18,0,,"['ロク', 'ホク']",[],['river in Shandong province'],
6941,瀅,,18,0,,"['エイ', 'ヨウ', 'ケイ', 'キョウ']",['おがわ'],"['clear', 'pure water', 'lucid', 'glossy']",
6942,瀆,,18,0,,"['トク', 'トウ']","['けが.す', 'けが.れ', 'みぞ']","['ditch', 'sluice', 'gutter', 'drain', 'blaspheme', 'pollute']",
6943,瀍,,18,0,,['テン'],[],['river in Henan province'],
6944,瀠,,18,0,,"['エイ', 'ヨウ']",['なが.れる'],"['tiny stream', 'swirl around', 'eddy']",
6945,灄,,21,0,,"['ショウ', 'ニョウ']",[],['river in Hubei province'],
6946,灔,,22,0,,['エン'],['なみ'],"['waves', 'billows']",
6947,灶,,7,0,,['ソウ'],"['かまど', 'かま', 'へっつい']","['kitchen range', 'cooking stove']",
6948,灾,,7,0,,['サイ'],['わざわ.い'],"['calamity', 'disaster', 'catastrophe']",
6949,炅,,8,0,,"['ケイ', 'キョウ', 'エイ', 'ヨウ']",['あらわ.れる'],['brilliance'],
6950,炔,,8,0,,"['ケイ', 'ケ', 'ケツ', 'ケチ']",[],['acetylene'],
6951,炤,,9,0,,"['ショウ', 'シャク']",['て.る'],"['illumine', 'light up', 'reflect']",
6952,烘,,10,0,,"['コウ', 'キョウ', 'ク']","['かがりび', 'あぶ.る']","['bake', 'roast', 'grill', 'dry by fire']",
6953,烜,,10,0,,"['ケン', 'テン', 'カン', 'キ']",['かわ.かす'],"['light of the sun', 'to dry in the sun']",
6954,烤,,10,0,,['コウ'],['あぶ.る'],"['bake', 'roast', 'toast', 'cook']",
6955,烺,,11,0,,"['コウ', 'ロウ']",['ひ'],['(said of fire) bright'],
6956,焄,,11,0,,['クン'],['いぶ.す'],"['rising flames', 'rising fumes', 'aroma']",
6957,焞,,12,0,,"['トン', 'タイ', 'ツイ']",['あき.らか'],['dim'],
6958,焠,,12,0,,"['サイ', 'スイ']",['や.く'],"['anneal', 'temper', 'burn']",
6959,焱,,12,0,,"['エン', 'ケキ', 'キャク']",['ほのお'],"['flames', 'blaze']",
6960,煇,,13,0,,"['キ', 'ケン', 'カン', 'クン']",['ひかり'],"['weld', 'solder']",
6961,煊,,13,0,,"['ケン', 'カン']",['あたた.か'],['warm'],
6962,熀,,14,0,,"['ヨウ', 'キョウ', 'コウ']",['さかん'],"['the blaze of fire', 'dazzling']",
6963,熒,,14,0,,"['ケイ', 'ギョウ', 'コウ']",['ひかり'],"['shine', 'shimmer', 'shining', 'dazzling']",
6964,熛,,15,0,,['ヒョウ'],[],['blaze'],
6965,熯,,15,0,,"['ゼン', 'ネン', 'ガン']",['かわく'],['by fire'],
6966,熰,,15,0,,"['オウ', 'ウ']",['まるやき'],"['great drought', 'heat']",
6967,熺,,16,0,,['キ'],"['あぶ.る', 'あか.るい']","['dim light', 'glimmer', 'warm']",
6968,燋,,16,0,,"['ショウ', 'セキ', 'シャク']",['たいまつ'],"['scorch', 'burn', 'scald', 'torch', 'bonfire']",
6969,燾,,18,0,,"['トウ', 'チュウ', 'ジュ']",['てらす'],"['shine', 'illuminate', 'cover', 'envelop']",
6970,爇,,19,0,,"['ゼツ', 'ネチ', 'ゼイ', 'ネイ', 'ネツ']",['や.く'],['burn'],
6971,爓,,20,0,,"['エン', 'セン']",['ひかり'],"['flame', 'brilliant', 'blazing']",
6972,爟,,22,0,,"['カン', 'ケン']",['や.く'],['fire'],
6973,爫,,4,0,,[],[],['claw radical (no. 87)'],
6974,爸,,8,0,,['ハ'],[],"['father', 'papa']",
6975,爹,,10,0,,['タ'],[],"['father', 'daddy']",
6976,牁,,9,0,,['カ'],['くい'],"['mooring stake', 'painter', 'mooring']",
6977,牐,,13,0,,"['ソウ', 'ジョウ']",['いたがこい'],"['sluice', 'flood gate', 'canal lock']",
6978,牕,,15,0,,"['ソウ', 'ス']","['まど', 'てんまど', 'けむだし']",['window'],
6979,牖,,15,0,,"['ユウ', 'ユ']",['まど'],"['window', 'lead enlightenment']",
6980,牜,,4,0,,[],[],"['ox', 'cow', 'cow radical (no. 93)']",
6981,牠,,7,0,,['タ'],[],['it'],
6982,牣,,8,0,,"['ジン', 'ニン']",['み.ちる'],"['fill', 'stuff', 'full']",
6983,牯,,9,0,,"['コ', 'ク']",['おうし'],"['cow', 'bull', 'ox']",
6984,牷,,10,0,,['セン'],['いけにえ'],"['cow or ox of one color', 'perfect']",
6985,牼,,11,0,,"['コウ', 'キョウ', 'カン', 'ケン']",[],['man'],
6986,犄,,12,0,,"['イ', 'キ']",[],['animal horns'],
6987,犉,,12,0,,"['ジュン', 'ニン', 'ゼン', 'ネン']",[],['ox with yellow hair and a black head'],
6988,犍,,13,0,,"['ケン', 'コン']",[],"['bullock', 'fabulous monster']",
6989,犎,,13,0,,"['ホウ', 'フ']",[],"['the zebu', 'humped-ox']",
6990,犛,,15,0,,"['ボウ', 'ミョウ', 'モウ', 'リ']","['からうし', 'や.く']","['black ox', 'yak']",
6991,犨,,20,0,,"['シュウ', 'シュ']",[],"['panting of cow', 'grunting of ox']",
6992,狁,,7,0,,['イン'],[],['tribe of Scythian nomads'],
6993,狉,,8,0,,['ヒ'],['こだぬき'],['fox-cub'],
6994,狥,,9,0,,['シュン'],"['あまね.し', 'したが.う', 'とな.える']",['follow'],
6995,狴,,10,0,,"['ヘイ', 'ハイ']",[],"['kind of tapir', 'fierce beast depicted on the door of prisons']",
6996,狺,,10,0,,"['ゲン', 'ゴン', 'ギン']",[],['the snarling of dogs'],
6997,猓,,11,0,,['カ'],[],['monkey'],
6998,猘,,11,0,,"['セイ', 'ケイ']",[],"['fierce dog', 'furious', 'frenzied']",
6999,猢,,12,0,,['コ'],[],['kind of monkey found in W. China'],
7000,猨,,12,0,,['エン'],['さる'],['ape'],
7001,猱,,12,0,,"['ドウ', 'ノウ', 'ジュウ', 'ニュウ']",['さる'],['monkey with yellow hair'],
7002,猲,,12,0,,"['カツ', 'カチ', 'リョウ', 'ケツ']",['おおかみ'],"['smoke or flames from fire', 'to roast']",
7003,猻,,13,0,,['ソン'],['さる'],['monkey'],
7004,獃,,14,0,,['ガイ'],['おろ.か'],"['dull', 'dull-minded', 'simple', 'stupid']",
7005,獐,,14,0,,['ショウ'],['のろ'],"['roebuck', 'hornless river deer']",
7006,獘,,16,0,,"['ヘイ', 'ヘツ', 'ベチ']",[],['collapse'],
7007,獞,,15,0,,"['トウ', 'ズ']",[],"['name of a variety of dog', 'wild tribes in South China']",
7008,獬,,16,0,,"['カイ', 'ゲ']",[],['fabulous monster'],
7009,獮,,17,0,,['セン'],['かり'],"['hunt', 'autumn hunting', 'to capture with a fine net']",
7010,獷,,18,0,,"['コウ', 'キョウ', 'ク']",['あら.い'],"['fierce', 'rude', 'uncivilized']",
7011,獼,,20,0,,"['ビ', 'ミ']",['さる'],['macacus monkey'],
7012,玆,,10,0,,"['シ', 'ケン']","['しげ.る', 'ます', 'むしろ', 'ここに']","['now', 'here', 'this', 'time', 'year']",
7013,玓,,7,0,,"['テキ', 'チャク']",['ひか.る'],['pearly'],
7014,玘,,7,0,,['キ'],['たま'],['court-dress jewels'],
7015,玞,,8,0,,['フ'],[],['inferior agate'],
7016,玦,,8,0,,"['ケツ', 'ケチ']",[],['broken piece of jade'],
7017,玼,,9,0,,"['セイ', 'サイ', 'サ', 'シ']",['あざ.やか'],"['beautiful color of gem', 'flaw in gem']",
7018,珌,,9,0,,"['ヒツ', 'ヒチ', 'ヘツ', 'ベチ']",['かざり'],['ornament'],
7019,珏,,9,0,,"['カク', 'コク']",[],['two pieces of jade joined together'],
7020,珣,,10,0,,['シュン'],['たま'],['name of a kind of jade'],
7021,珧,,10,0,,['ヨウ'],['たいらぎ'],['mother-of-pearl'],
7022,珷,,11,0,,"['ブ', 'ム']",[],['1/2 pr st'],
7023,琀,,11,0,,"['カン', 'ゴン']",['ふくみだま'],['gems of pearls formerly put into the mouth of a corpse'],
7024,琊,,11,0,,['ヤ'],[],['(arch.) place in eastern Shandong'],
7025,琛,,12,0,,"['チン', 'シン']",['たから'],"['treasure', 'valuables']",
7026,琨,,12,0,,['コン'],[],"['beautiful jade', 'precious stones']",
7027,琯,,12,0,,"['カン', 'コン']",[],['jade tube used as an instrument'],
7028,瑋,,13,0,,['イ'],[],"['type of jade', 'rare', 'valuable']",
7029,瑗,,13,0,,"['エン', 'オン', 'カン', 'ゲン']",[],['large ring of fine jade'],
7030,璀,,15,0,,"['サイ', 'スイ']",[],"['lustre of gems', 'glitter', 'shine']",
7031,璚,,16,0,,"['ケイ', 'ギョウ', 'ケツ', 'ケチ']",[],['splendid'],
7032,璜,,16,0,,"['コウ', 'オウ']",[],['jade ornament semicircular in shape'],
7033,璡,,16,0,,['シン'],[],['jade look alike stone'],
7034,璦,,17,0,,['アイ'],[],['fine quality jade'],
7035,璪,,17,0,,['ソウ'],['かざり'],['pearl pendants on coronet'],
7036,璫,,17,0,,['トウ'],['みみかざり'],"['pendant ornaments', 'earrings']",
7037,璵,,17,0,,['ヨ'],[],['beautiful jade'],
7038,璿,,18,0,,"['セン', 'ケイ', 'ケ']",[],['fine jade'],
7039,瓛,,24,0,,"['カン', 'ケン', 'コン']",[],['sceptre'],
7040,瓟,,11,0,,"['ハク', 'ホウ', 'ビョウ']",[],['the bottle-gourd'],
7041,瓤,,23,0,,"['ショウ', 'ニョウ', 'ドウ', 'ノウ']",['うりわた'],"['flesh', 'core', 'pulp', 'pith']",
7042,甖,,19,0,,"['オウ', 'エイ', 'ヨウ']","['もたい', 'ほとぎ', 'かめ']","['pot', 'pitcher', 'small-mouthed earthenware pot']",
7043,甩,,5,0,,['シュツ'],[],"['throw away', 'discard']",
7044,甿,,8,0,,"['モウ', 'ミョウ', 'ボウ']",[],['farming population'],
7045,畟,,10,0,,"['ショク', 'シキ', 'ソク']",[],['plough'],
7046,畺,,13,0,,"['キョウ', 'コウ']",['さかい'],"['boundary', 'border']",
7047,疕,,7,0,,['ヒ'],['できもの'],['head sores'],
7048,疙,,8,0,,"['ギツ', 'ゴチ', 'キ', 'ケ']",['おろ.か'],"['pimple', 'sore', 'boil', 'wart', 'pustule']",
7049,疢,,9,0,,['チン'],[],"['aching of limbs', 'muscular pains']",
7050,痜,,12,0,,['トク'],['かさ'],['scabby bald head'],
7051,瘀,,13,0,,"['ヨ', 'オ']",['やまい'],"['hematoma', 'contusion', 'extravasated']",
7052,瘂,,13,0,,['ア'],['おし'],['dumb'],
7053,瘈,,14,0,,"['ケイ', 'セイ']",['くる.う'],"['prolonged fever', 'chronic malaria']",
7054,瘌,,14,0,,"['ラツ', 'ラチ', 'ライ']",['きず'],"['severe', 'poisonous', 'dangerous', 'itch and other skin diseases']",
7055,瘜,,15,0,,"['ショク', 'ソク']",[],['polypus'],
7056,瘝,,15,0,,"['カン', 'ケン']",['や.む'],"['illness', 'pain', 'neglect', 'useless']",
7057,瘥,,15,0,,"['サ', 'シャ', 'サイ']",['い.える'],"['to recover from any disease', 'an epidemic']",
7058,瘦,10.0,15,0,,"['ソウ', 'チュウ', 'シュウ', 'チュ']",['やせ.る'],"['thin', 'emaciated', 'lean', 'meager']",
